,Mobile_name,Colour,Price,Rating,No_of_Ratings,RAM,ROM,Screen_size,Rear_Camera,Front_camera,Battery(mAh),Processor,Brand
628,Infinix Smart 2 ,Bordeaux Red,7999,4,36112,3,32,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
629,Infinix Smart 2 ,Serene Gold,7499,4,36112,3,32,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
630,Infinix Note 5 ,Milan Black,12699,4.2,8465,4,64,15.21,12,16MP,4500,Mediatek helio P23 Octa core ,Infinix
631,Infinix Note 5 Stylus ,Charcoal Blue,11999,3.9,2538,4,64,15.06,16,16MP,4000,Mediatek Helio P23 Octa-core ,Infinix
632,Infinix Hot S3X ,Tradew Gray,10999,4.2,17303,3,32,15.75,13,16MP,4000,Qualcomm Snapdragon Octa-core ,Infinix
633,Infinix Smart 4 Plus ,Quetzal Cyan,7499,4.4,80999,3,32,17.32,13,8MP,6000,Mediatek Helio A25 ,Infinix
634,Infinix Hot 10 ,Obsidian Black,10999,4.4,22725,6,128,17.22,16,8MP,5200,MediaTek Helio G70 ,Infinix
635,Infinix Smart 4 ,Midnight Black,6999,4.6,147,2,32,17.32,13,8MP,6000,MediaTek Helio A22 ,Infinix
636,Infinix S5 Pro ,Sea Blue,11499,4.4,27116,4,64,16.59,48,16MP,4000,MediaTek Helio P35 (MTK6765) ,Infinix
637,Infinix S5 Pro ,Forest Green,11499,4.4,27116,4,64,16.59,48,16MP,4000,MediaTek Helio P35 (MTK6765) ,Infinix
638,Infinix Hot 7 Pro ,Midnight Black,10999,4.2,10379,6,64,15.72,13,13MP,4000,Helio P22 (MTK6762) ,Infinix
639,Infinix Hot 7 Pro ,Aqua Blue,10999,4.2,10379,6,64,15.72,13,13MP,4000,Helio P22 (MTK6762) ,Infinix
640,Infinix Hot 7 Pro ,Mocha Brown,10999,4.2,10379,6,64,15.72,13,13MP,4000,Helio P22 (MTK6762) ,Infinix
641,Infinix Note 5 ,Berlin Gray,12699,4.2,8465,4,64,15.21,12,16MP,4500,Mediatek helio P23 Octa core ,Infinix
642,Infinix Smart 3 Plus ,Sapphire Cyan,7499,4.2,78878,2,32,15.77,13,8MP,3500,MediaTek A22 Quad Core 2.0GHz ,Infinix
643,Infinix Smart 3 Plus ,Midnight Black,7499,4.2,78878,2,32,15.77,13,8MP,3500,MediaTek A22 Quad Core 2.0GHz ,Infinix
644,Infinix Smart 3 Plus ,Mocha Brown,7499,4.2,78878,2,32,15.77,13,8MP,3500,MediaTek A22 Quad Core 2.0 GHz ,Infinix
645,Infinix Hot 8 ,Cosmic Purple,8499,4.5,255,4,64,16.56,13,8MP,5000,Helio P22 (MTK6762) ,Infinix
646,Infinix Hot 8 ,Quetzal Cyan,8499,4.5,255,4,64,16.56,13,8MP,5000,Helio P22 (MTK6762) ,Infinix
647,Infinix Hot 8 ,Shark Grey,8499,4.5,255,4,64,16.56,13,8MP,5000,Helio P22 (MTK6762) ,Infinix
648,Infinix Note 5 ,Berlin Gray,10599,4.2,35221,3,32,15.21,12,16MP,4500,Mediatek helio P23 Octa core ,Infinix
649,Infinix Hot 7 ,Midnight Black,9999,4.2,26421,4,64,15.72,13,13MP,4000,Helio P25 (MTK6757CD) ,Infinix
650,Infinix Smart 2 ,Serene Gold,6999,4.1,70256,2,16,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
651,Infinix Smart 2 ,Bordeaux Red,6999,4.1,70256,2,16,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
652,Infinix Smart 2 ,City Blue,6999,4.1,70256,2,16,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
653,Infinix S4 ,Nebula Blue,9599,4.2,28126,3,32,15.77,13,32MP,4000,2.0 GHz Helio P22 64-bit Octa Core ,Infinix
654,Infinix S4 ,Twilight Purple,9599,4.3,22721,4,64,15.77,13,32MP,4000,Helio P22 (MTK6762) ,Infinix
655,Infinix S4 ,Space Gray,9599,4.3,22721,4,64,15.77,13,32MP,4000,Helio P22 (MTK6762) ,Infinix
656,Infinix S4 ,Nebula Blue,9599,4.3,22721,4,64,15.77,13,32MP,4000,Helio P22 (MTK6762) ,Infinix
657,Infinix Hot 7 ,Mocha Brown,9999,4.2,26421,4,64,15.72,13,13MP,4000,Helio P25 (MTK6757CD) ,Infinix
658,Infinix Zero 5 Pro ,Gold Black,19999,4.3,3167,6,128,15.19,12,16MP,4350,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz ,Infinix
659,Infinix Hot S3 ,Blush Gold,11999,4.1,11243,4,64,14.35,13,20MP,4000,Qualcomm Snapdragon 430 MSM8937 ,Infinix
660,Infinix Hot S3 ,Sandstone Black,11999,4.1,11243,4,64,14.35,13,20MP,4000,Qualcomm Snapdragon 430 MSM8937 ,Infinix
661,Infinix Hot S3 ,Topaz Blue,11999,4.1,11243,4,64,14.35,13,20MP,4000,Qualcomm Snapdragon 430 MSM8937 ,Infinix
662,Infinix S5 Lite ,Quetzal Cyan,8499,4.3,38746,4,64,16.76,16,16MP,4000,Helio P22 (MTK6762) ,Infinix
663,Infinix Hot 4 Pro ,Magic Gold,7499,4,59500,3,16,13.97,13,5MP,4000,Mediatek MT6737 Quad Core 1.3GHz ,Infinix
664,Infinix Hot 4 Pro ,Quartz Black,7499,4,59500,3,16,13.97,13,5MP,4000,Mediatek MT6737 Quad Core 1.3GHz ,Infinix
665,Infinix Hot 4 Pro ,Bordeaux Red,7499,4,59500,3,16,13.97,13,5MP,4000,Mediatek MT6737 Quad Core 1.3GHz ,Infinix
666,Infinix Note 4 ,Milan Black,8999,4.2,62719,3,32,14.48,13,8MP,4300,Mediatek MT6753 Octa Core 1.3 Ghz ,Infinix
667,Infinix Hot S3 ,Blush Gold,9999,4.2,52072,3,32,14.35,13,20MP,4000,Qualcomm Snapdragon 430 MSM8937 ,Infinix
668,Infinix Hot S3 ,Bordeaux Red,9999,4.2,52072,3,32,14.35,13,20MP,4000,Qualcomm Snapdragon 430 MSM8937 ,Infinix
669,Infinix Hot S3 ,Topaz Blue,9999,4.2,52072,3,32,14.35,13,20MP,4000,Qualcomm Snapdragon 430 MSM8937 ,Infinix
670,Infinix S5 Lite ,Midnight Black,8499,4.3,38746,4,64,16.76,16,16MP,4000,Helio P22 (MTK6762) ,Infinix
671,Infinix Note 4 ,Ice Blue,8999,4.2,62719,3,32,14.48,13,8MP,4300,Mediatek MT6753 Octa Core 1.3 Ghz ,Infinix
672,Infinix Note 4 ,Champagne Gold,8999,4.2,62719,3,32,14.48,13,8MP,4300,Mediatek MT6753 Octa Core 1.3 Ghz ,Infinix
673,Infinix Zero 5 ,Champagne Gold,17999,4.2,8363,6,64,15.19,12,16MP,4350,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz ,Infinix
674,Infinix Zero 5 ,Bordeaux Red,17999,4.2,8363,6,64,15.19,12,16MP,4350,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz ,Infinix
675,Infinix HOT 6 Pro ,Bordeaux Red,8999,4.3,25762,3,32,15.21,13,5MP,4000,Qualcomm Snapdragon 425 Quad Core ,Infinix
676,Infinix HOT 6 Pro ,Magic Gold,8999,4.3,25762,3,32,15.21,13,5MP,4000,Qualcomm Snapdragon 425 Quad Core ,Infinix
677,Infinix HOT 6 Pro ,Sandstone Black,8999,4.3,25762,3,32,15.21,13,5MP,4000,Qualcomm Snapdragon 425 Quad Core ,Infinix
678,Infinix HOT 6 Pro ,City Blue,8999,4.3,25762,3,32,15.21,13,5MP,4000,Qualcomm Snapdragon 425 Quad Core ,Infinix
679,Infinix Note 5 Stylus ,Bordeaux Red,11999,3.9,2538,4,64,15.06,16,16MP,4000,Mediatek Helio P23 Octa-core ,Infinix
680,Infinix S5 ,Quetzal Cyan,9599,4.3,15188,4,64,16.76,16,32MP,4000,Helio P22 (MTK6762) ,Infinix
681,Infinix S5 ,Violet,9599,4.3,15188,4,64,16.76,16,32MP,4000,Helio P22 (MTK6762) ,Infinix
682,Infinix Smart 2 ,Sandstone Black,7499,4,36112,3,32,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
683,Infinix Smart 2 ,City Blue,7499,4,36112,3,32,13.84,13,8MP,3050,MTK6739 64 bit Quad Core ,Infinix
684,Infinix S4 ,Twilight Purple,9599,4.2,28126,3,32,15.77,13,32MP,4000,2.0 GHz Helio P22 64-bit Octa Core ,Infinix
685,Infinix S4 ,Space Gray,9599,4.2,28126,3,32,15.77,13,32MP,4000,2.0 GHz Helio P22 64-bit Octa Core ,Infinix
686,Infinix Hot 7 ,Aqua Blue,9999,4.2,26421,4,64,15.72,13,13MP,4000,Helio P25 (MTK6757CD) ,Infinix
687,Infinix Zero 5 ,Sandstone Black,17999,4.2,8363,6,64,15.19,12,16MP,4350,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz ,Infinix
688,Infinix Hot S3X ,Aqua Blue,10999,4.2,17303,3,32,15.75,13,16MP,4000,Qualcomm Snapdragon Octa-core ,Infinix
689,Infinix Hot S3X ,Milan Black,10999,4.2,17303,3,32,15.75,13,16MP,4000,Qualcomm Snapdragon Octa-core ,Infinix
690,Infinix S5 Lite ,Violet,8499,4.3,38746,4,64,16.76,16,16MP,4000,Helio P22 (MTK6762) ,Infinix
691,Infinix Hot 9 ,Violet,8999,4.4,85129,4,64,16.76,13 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
692,Infinix Hot 9 ,Ocean Wave,8999,4.4,85129,4,64,16.76,13 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
693,Infinix Hot 9 ,Quetzal Cyan,8999,4.4,85129,4,64,16.76,13 ,8MP,5000,MediaTek Helio P22 (64 bit) ,Infinix
694,Vivo Y50 ,Pearl White,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
695,Vivo Y50 ,Iris Blue,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
696,Vivo Y20 ,Obsidian Black,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
697,Vivo Y20 ,Purist Blue,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
698,Vivo Y20 ,Obsidian Black,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
699,Vivo Y20 ,Purist Blue,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
700,Vivo Y20 ,Dawn White,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
701,Vivo Y30 ,Dazzle Blue,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
702,Vivo Y91i ,Fusion Black,8490,4.3,6180,3,32,15.8,13,5MP,4030,MediaTek Helio P22 ,Vivo
703,Vivo V20 SE ,Gravity Black,20990,4.4,74,8,128,16.36,48,32MP,4100,Qualcomm Snapdragon 665 ,Vivo
704,Vivo Y20i ,Nebula Blue,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
705,Vivo Y11 ,Agate Red,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
706,Vivo Y11 ,Mineral Blue,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
707,Vivo S1 Pro ,Jazzy Blue,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
708,Vivo S1 Pro ,Dreamy White,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
709,Vivo S1 Pro ,Mystic Black,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
710,Vivo Y30 ,Emerald Black,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
711,Vivo Y20i ,Dawn White,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
712,Vivo V20 ,Midnight Jazz,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
713,Vivo V20 ,Sunset Melody,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
714,Vivo V20 ,Moonlight Sonata,24990,4.3,10768,8,128,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
715,Vivo Y91i ,Ocean Blue,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
716,Vivo Y91i ,Fusion Black,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
717,Vivo Y12 ,Aqua Blue,10990,4.3,25612,3,64,16.13,13,8MP,5000,MediaTek Helio P22 ,Vivo
718,Vivo Y50 ,Pearl White,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
719,Vivo Y50 ,Iris Blue,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
720,Vivo Y20 ,Obsidian Black,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
721,Vivo Y20 ,Purist Blue,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
722,Vivo Y20 ,Obsidian Black,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
723,Vivo Y20 ,Purist Blue,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
724,Vivo Y20 ,Dawn White,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
725,Vivo Y30 ,Dazzle Blue,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
726,Vivo Y91i ,Fusion Black,8490,4.3,6180,3,32,15.8,13,5MP,4030,MediaTek Helio P22 ,Vivo
727,Vivo V20 SE ,Gravity Black,20990,4.4,74,8,128,16.36,48,32MP,4100,Qualcomm Snapdragon 665 ,Vivo
728,Vivo Y20i ,Nebula Blue,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
729,Vivo Y11 ,Agate Red,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
730,Vivo Y11 ,Mineral Blue,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
731,Vivo S1 Pro ,Jazzy Blue,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
732,Vivo S1 Pro ,Dreamy White,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
733,Vivo S1 Pro ,Mystic Black,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
734,Vivo Y30 ,Emerald Black,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
735,Vivo Y20i ,Dawn White,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
736,Vivo V20 ,Midnight Jazz,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
737,Vivo V20 ,Sunset Melody,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
738,Vivo V20 ,Moonlight Sonata,24990,4.3,10768,8,128,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
739,Vivo Y91i ,Ocean Blue,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
740,Vivo Y91i ,Fusion Black,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
741,Vivo Y12 ,Aqua Blue,10990,4.3,25612,3,64,16.13,13,8MP,5000,MediaTek Helio P22 ,Vivo
742,Vivo Y50 ,Pearl White,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
743,Vivo Y50 ,Iris Blue,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
744,Vivo Y20 ,Obsidian Black,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
745,Vivo Y20 ,Purist Blue,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
746,Vivo Y20 ,Obsidian Black,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
747,Vivo Y20 ,Purist Blue,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
748,Vivo Y20 ,Dawn White,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
749,Vivo Y30 ,Dazzle Blue,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
750,Vivo Y91i ,Fusion Black,8490,4.3,6180,3,32,15.8,13,5MP,4030,MediaTek Helio P22 ,Vivo
751,Vivo V20 SE ,Gravity Black,20990,4.4,74,8,128,16.36,48,32MP,4100,Qualcomm Snapdragon 665 ,Vivo
752,Vivo Y20i ,Nebula Blue,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
753,Vivo Y11 ,Agate Red,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
754,Vivo Y11 ,Mineral Blue,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
755,Vivo S1 Pro ,Jazzy Blue,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
756,Vivo S1 Pro ,Dreamy White,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
757,Vivo S1 Pro ,Mystic Black,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
758,Vivo Y30 ,Emerald Black,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
759,Vivo Y20i ,Dawn White,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
760,Vivo V20 ,Midnight Jazz,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
761,Vivo V20 ,Sunset Melody,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
762,Vivo V20 ,Moonlight Sonata,24990,4.3,10768,8,128,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
763,Vivo Y91i ,Ocean Blue,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
764,Vivo Y91i ,Fusion Black,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
765,Vivo Y12 ,Aqua Blue,10990,4.3,25612,3,64,16.13,13,8MP,5000,MediaTek Helio P22 ,Vivo
766,Vivo Y50 ,Pearl White,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
767,Vivo Y50 ,Iris Blue,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
768,Vivo Y20 ,Obsidian Black,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
769,Vivo Y20 ,Purist Blue,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
770,Vivo Y20 ,Obsidian Black,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
771,Vivo Y20 ,Purist Blue,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
772,Vivo Y20 ,Dawn White,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
773,Vivo Y30 ,Dazzle Blue,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
774,Vivo Y91i ,Fusion Black,8490,4.3,6180,3,32,15.8,13,5MP,4030,MediaTek Helio P22 ,Vivo
775,Vivo V20 SE ,Gravity Black,20990,4.4,74,8,128,16.36,48,32MP,4100,Qualcomm Snapdragon 665 ,Vivo
776,Vivo Y20i ,Nebula Blue,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
777,Vivo Y11 ,Agate Red,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
778,Vivo Y11 ,Mineral Blue,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
779,Vivo S1 Pro ,Jazzy Blue,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
780,Vivo S1 Pro ,Dreamy White,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
781,Vivo S1 Pro ,Mystic Black,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
782,Vivo Y30 ,Emerald Black,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
783,Vivo Y20i ,Dawn White,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
784,Vivo V20 ,Midnight Jazz,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
785,Vivo V20 ,Sunset Melody,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
786,Vivo V20 ,Moonlight Sonata,24990,4.3,10768,8,128,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
787,Vivo Y91i ,Ocean Blue,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
788,Vivo Y91i ,Fusion Black,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
789,Vivo Y12 ,Aqua Blue,10990,4.3,25612,3,64,16.13,13,8MP,5000,MediaTek Helio P22 ,Vivo
790,Vivo Y50 ,Pearl White,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
791,Vivo Y50 ,Iris Blue,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
792,Vivo Y20 ,Obsidian Black,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
793,Vivo Y20 ,Purist Blue,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
794,Vivo Y20 ,Obsidian Black,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
795,Vivo Y20 ,Purist Blue,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
796,Vivo Y20 ,Dawn White,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
797,Vivo Y30 ,Dazzle Blue,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
798,Vivo Y91i ,Fusion Black,8490,4.3,6180,3,32,15.8,13,5MP,4030,MediaTek Helio P22 ,Vivo
799,Vivo V20 SE ,Gravity Black,20990,4.4,74,8,128,16.36,48,32MP,4100,Qualcomm Snapdragon 665 ,Vivo
800,Vivo Y20i ,Nebula Blue,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
801,Vivo Y11 ,Agate Red,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
802,Vivo Y11 ,Mineral Blue,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
803,Vivo S1 Pro ,Jazzy Blue,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
804,Vivo S1 Pro ,Dreamy White,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
805,Vivo S1 Pro ,Mystic Black,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
806,Vivo Y30 ,Emerald Black,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
807,Vivo Y20i ,Dawn White,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
808,Vivo V20 ,Midnight Jazz,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
809,Vivo V20 ,Sunset Melody,27990,4.3,10768,8,256,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
810,Vivo V20 ,Moonlight Sonata,24990,4.3,10768,8,128,16.36,64,44MP,4000,Qualcomm Snapdragon 720G ,Vivo
811,Vivo Y91i ,Ocean Blue,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
812,Vivo Y91i ,Fusion Black,7990,4.3,34763,2,32,15.8,13,5MP,4030,MTK Helio P22 ,Vivo
813,Vivo Y12 ,Aqua Blue,10990,4.3,25612,3,64,16.13,13,8MP,5000,MediaTek Helio P22 ,Vivo
814,Vivo Y50 ,Pearl White,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
815,Vivo Y50 ,Iris Blue,16490,4.4,8106,8,128,16.59,13,16MP,5000,Qualcomm Snapdragon 665 ,Vivo
816,Vivo Y20 ,Obsidian Black,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
817,Vivo Y20 ,Purist Blue,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
818,Vivo Y20 ,Obsidian Black,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
819,Vivo Y20 ,Purist Blue,13990,4.4,1957,6,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
820,Vivo Y20 ,Dawn White,12990,4.4,5806,4,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
821,Vivo Y30 ,Dazzle Blue,13990,4.3,4780,4,128,16.43,13,8MP,5000,MediaTek Helio P35 ,Vivo
822,Vivo Y91i ,Fusion Black,8490,4.3,6180,3,32,15.8,13,5MP,4030,MediaTek Helio P22 ,Vivo
823,Vivo V20 SE ,Gravity Black,20990,4.4,74,8,128,16.36,48,32MP,4100,Qualcomm Snapdragon 665 ,Vivo
824,Vivo Y20i ,Nebula Blue,11490,4.3,2995,3,64,16.54,13,8MP,5000,Qualcomm Snapdragon 460 ,Vivo
825,Vivo Y11 ,Agate Red,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
826,Vivo Y11 ,Mineral Blue,9490,4.3,12522,3,32,16.13,13,8MP,5000,SDM439 ,Vivo
827,Vivo S1 Pro ,Jazzy Blue,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
828,Vivo S1 Pro ,Dreamy White,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
829,Vivo S1 Pro ,Mystic Black,18990,4.4,21829,8,128,16.21,48,32MP,4500,Qualcomm Snapdragon 665 ,Vivo
