,Mobile_name,Colour,Price,Rating,No_of_Ratings,RAM,ROM,Screen_size,Rear_Camera,Front_camera,Battery(mAh),Processor,Brand
0,Redmi 8A Dual ,Sea Blue,6999,4.3,16539,2,32,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
1,Redmi 8A Dual ,Midnight Grey,6999,4.3,16539,2,32,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
2,Redmi 8A Dual ,Sky White,6999,4.3,16539,2,32,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
3,Redmi 9A ,SeaBlue,7038,4.3,3073,2,32,16.59,13,,5000,,Mi
4,Redmi 9A ,Nature Green,7249,4.3,3073,2,32,16.59,13,,5000,,Mi
5,Redmi 9A ,Midnight Black,7285,4.3,3073,2,32,16.59,13,,5000,,Mi
6,Redmi 6 ,Black,7290,4.4,552049,3,32,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
7,Redmi 6A ,Gold,7399,4.3,53070,2,16,13.84,13,,3000,,Mi
8,Redmi 6A ,Black,7399,4.3,53070,2,16,13.84,13,5MP,3000,,Mi
9,Redmi 6A ,Blue,7399,4.3,53070,2,16,13.84,13,5MP,3000,,Mi
10,Redmi 9A ,Sea Blue,7888,4.3,1195,3,32,16.59,13,5MP,5000,MediaTek Helio G25 ,Mi
11,Redmi 6A ,Gold,7989,4.3,53070,2,32,13.84,13,,3000,Mediateck ,Mi
12,Redmi 6A ,Blue,7999,4.3,53070,2,32,13.84,13,,3000,Mediateck ,Mi
13,Redmi 6A ,Black,7999,4.3,53070,2,32,13.84,13,,3000,Mediateck ,Mi
14,Redmi 8A Dual ,Midnight Grey,8388,4.2,9049,3,32,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
15,Redmi 9A ,Nature Green,8390,4.3,1195,3,32,16.59,13,5MP,5000,MediaTek Helio G25 ,Mi
16,Redmi 6 ,Gold,8399,4.4,552049,3,32,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
17,Redmi 9A ,Midnight Black,8420,4.3,1195,3,32,16.59,13,5MP,5000,MediaTek Helio G25 ,Mi
18,Redmi 6 ,Blue,8475,4.4,552049,3,32,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
19,Redmi 6 ,Black,8499,4.4,552049,3,64,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
20,Redmi 8A Dual ,Sea Blue,8547,4.2,9049,3,32,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
21,Redmi 8A Dual ,Sky White,8578,4.2,9049,3,64,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
22,Redmi 8A Dual ,Sky White,8590,4.2,9049,3,32,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
23,Redmi 8A Dual ,Midnight Grey,8634,4.2,9049,3,64,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
24,Redmi 8A Dual ,Sea Blue,8770,4.2,9049,3,64,15.8,13,8MP,5000,Qualcomm Snapdragon 439 ,Mi
25,Redmi Note 5 ,Black,8990,4.4,352749,3,32,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
26,Redmi Y2 ,Rose Gold,8998,4.5,118807,3,32,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
27,Redmi 7 ,Eclipse Black,9000,4.3,13646,2,32,15.9,12,,4000,,Mi
28,Redmi 7 ,Lunar Red,9000,4.3,13646,2,32,15.9,12,,4000,,Mi
29,Redmi Y2 ,Blue,9188,4.5,118807,3,32,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
30,Redmi Note 5 ,Gold,9190,4.4,352749,3,32,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
31,Redmi 5 ,Rose Gold,9199,4.3,4716,4,64,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
32,Redmi 5 ,Lake Blue,9299,4.3,4716,4,64,14.48,12,5MP,3300,,Mi
33,Redmi 7 ,Comet Blue,9299,4.3,13646,2,32,15.9,12,,4000,,Mi
34,Redmi 9 ,Sky Blue,9437,4.2,3501,4,64,16.59,13,8MP,5000,MediaTek Helio G35 ,Mi
35,Redmi 4 ,Gold,9490,4.2,8113,3,32,12.7,13,5MP,4100,Snapdragon 435 ,Mi
36,Redmi 9 ,Carbon Black,9498,4.2,3501,4,64,16.59,13,5MP,5000,MediaTek Helio G35 ,Mi
37,Redmi 6 ,Blue,9500,4.4,552049,3,64,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
38,Redmi 6 ,Gold,9500,4.4,552049,3,64,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
39,Redmi 9 ,Sporty Orange,9550,4.2,3501,4,64,16.59,13,8MP,5000,MediaTek Helio G35 ,Mi
40,Redmi 7 ,Lunar Red,9899,4.4,6476,3,32,15.9,12,8MP,4000,Qualcomm Snapdragon 632 ,Mi
41,Redmi Note 4 ,Black,9900,4.4,641806,3,32,13.97,13,5MP,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz ,Mi
42,Redmi Y2 ,Dark Grey,9998,4.5,118807,3,32,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
43,Redmi Note 7 ,Onyx Black,9999,4.4,131520,3,32,16.0,12,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
44,Redmi Note 7S ,Sapphire Blue,9999,4.4,300872,3,32,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
45,Redmi Note 4 ,Gold,9999,4.4,641806,3,32,13.97,13,5MP,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz ,Mi
46,Redmi 6 ,Rose Gold,10490,4.4,552049,3,64,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
47,Redmi 7 ,Eclipse Black,10498,4.4,6476,3,32,15.9,12,8MP,4000,Qualcomm Snapdragon 632 ,Mi
48,Redmi 5 ,Black,10499,4.3,4716,4,64,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
49,Redmi Note 7 ,Sapphire Blue,10499,4.4,131520,3,32,16.0,12,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
50,Redmi Note 5 ,Blue,10500,4.4,352749,3,32,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
51,Redmi Y2 ,Dark Grey,10680,4.4,26613,4,64,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
52,Redmi 9 ,Sky Blue,10759,4.2,3501,4,128,16.59,13,8MP,5000,MediaTek Helio G35 ,Mi
53,Redmi Y3 ,Elegant Blue,10842,4.3,19887,3,32,15.9,12,32MP,4000,Qualcomm Snapdragon 632 ,Mi
54,Mi A2 ,Gold,10960,4.2,33829,4,64,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
55,Redmi 9 Prime ,MatteBlack,10972,4.3,3795,4,64,16.59,13,,5020,,Mi
56,Redmi 9 Prime ,Space Blue,10989,4.3,3795,4,64,16.59,13,,5020,,Mi
57,Redmi Y2 ,Blue,10990,4.4,26613,4,64,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
58,Redmi Y2 ,Gold,10990,4.4,26613,4,64,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
59,Redmi Y3 ,Bold Red,10990,4.3,19887,3,32,15.9,12,32MP,4000,Qualcomm Snapdragon 632 ,Mi
60,Redmi 6 Pro ,Gold,10995,4.3,10952,3,32,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
61,Redmi Note 5 ,Rose Gold,10999,4.4,352749,3,32,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
62,Redmi 8 ,Emerald Green,10999,4.4,883217,4,64,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
63,Redmi 6 Pro ,Gold,10999,4.3,10401,4,64,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
64,Redmi 8 ,Sapphire Blue,10999,4.4,883217,4,64,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
65,Redmi 8 ,Onyx Black,10999,4.4,883217,4,64,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
66,Redmi 8 ,Ruby Red,10999,4.4,883217,4,64,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
67,Redmi 9 Prime ,SunriseFlare,11080,4.3,3795,4,64,16.59,13,,5020,,Mi
68,Redmi 6 Pro ,Black,11269,4.3,10952,3,32,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
69,Redmi 6 Pro ,Lake Blue,11299,4.3,10952,3,32,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
70,Redmi 6 Pro ,Rose Gold,11399,4.3,10952,3,32,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
71,Redmi 5 ,Gold,11448,4.3,4716,4,64,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
72,Redmi Note 7 ,Onyx Black,11480,4.5,177133,4,64,16.0,12,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
73,Redmi Note 5 Pro ,Blue,11480,4.5,1167867,4,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
74,Redmi Note 5 ,Rose Gold,11490,4.4,354849,4,64,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
75,Redmi Note 7 ,Ruby Red,11490,4.4,131520,3,32,16.0,12,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
76,Redmi Note 4 ,Black,11490,4.4,1336130,4,64,13.97,13,5MP,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz ,Mi
77,Redmi 9 Prime ,MintGreen,11495,4.3,3795,4,128,16.59,13,,5020,,Mi
78,Redmi Note 8 ,Space Black,11499,4.4,31928,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
79,Redmi Note 8 ,Moonlight White,11499,4.4,31928,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
80,Redmi Note 8 ,Neptune Blue,11499,4.4,31928,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
81,Redmi Note 8 ,Cosmic Purple,11499,4.4,31928,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
82,Redmi 9 Prime ,SunriseFlare,11560,4.3,3795,4,128,16.59,13,,5020,,Mi
83,Redmi 9 Prime ,Space Blue,11586,4.3,3795,4,128,16.59,13,,5020,,Mi
84,Redmi 9 Prime ,MatteBlack,11650,4.3,3795,4,128,16.59,13,,5020,,Mi
85,Mi A1 ,Black,11800,4.4,469807,4,64,13.97,12,5MP,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz ,Mi
86,Redmi Note 5 Pro ,Black,11900,4.5,1167867,4,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
87,Redmi Note 9 ,Pebble Grey,11935,4.4,8304,4,64,16.59,48,,5020,MediaTek Helio G85 ,Mi
88,Redmi Note 9 ,Scarlet Red,11986,4.4,8304,4,64,16.59,48,,5020,,Mi
89,Redmi Note 6 Pro ,Black,11990,4.5,620497,4,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
90,Redmi Note 6 Pro ,Red,11990,4.5,620497,4,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
91,Redmi Note 6 Pro ,Blue,11990,4.5,620497,4,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
92,Redmi Note 6 Pro ,Rose Gold,11990,4.5,620497,4,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
93,Redmi 9 Prime ,MintGreen,11995,4.3,3795,4,64,16.59,13,,5020,,Mi
94,Redmi Note 4 ,Gold,11998,4.4,1336130,4,64,13.97,13,5MP,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz ,Mi
95,Redmi Note 7 ,Ruby Red,11999,4.5,177133,4,64,16.0,12,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
96,Redmi Note 7 ,Sapphire Blue,11999,4.5,177133,4,64,16.0,12,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
97,Redmi Note 5 ,Gold,11999,4.4,354849,4,64,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
98,Redmi Note 7S ,Sapphire Blue,11999,4.4,410981,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
99,Redmi Note 5 ,Black,11999,4.4,354849,4,64,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
100,Redmi Note 9 ,Aqua Green,12005,4.4,8304,4,64,16.59,48,,5020,MediaTek Helio G85 ,Mi
101,Redmi Note 9 ,Arctic White,12110,4.4,8304,4,64,16.59,48,,5020,MediaTek Helio G85 ,Mi
102,Redmi Note 5 Pro ,Red,12400,4.5,1167867,4,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
103,Mi A1 ,Gold,12490,4.4,469807,4,64,13.97,12,5MP,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz ,Mi
104,Mi A2 ,Lake Blue,12490,4.2,33829,4,64,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
105,Mi A2 ,Black,12599,4.2,33829,4,64,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
106,Redmi 6 Pro ,Red,12729,4.3,10401,4,64,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
107,Redmi Note 5 ,Blue,12990,4.4,354849,4,64,15.21,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
108,Redmi Note 6 Pro ,Red,12990,4.5,125295,6,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
109,Redmi Note 5 Pro ,Gold,12999,4.5,1167867,4,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
110,Redmi Note 7 Pro ,Moonlight White,12999,4.4,310690,6,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
111,Redmi Note 5 Pro ,Rose Gold,12999,4.5,1167867,4,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
112,Redmi Note 7 Pro ,Neptune Blue,13650,4.5,834806,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
113,Redmi Note 9 Pro ,Champagne Gold,13850,4.3,5530,4,64,16.94,48,,5020,Qualcomm® Snapdragon™ 720G ,Mi
114,Redmi Note 9 ,Aqua Green,13880,4.4,8304,4,128,16.59,48,,5020,MediaTek Helio G85 ,Mi
115,Redmi Note 9 Pro ,Interstellar Black,13899,4.3,5530,4,64,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
116,Redmi Note 9 ,Pebble Grey,13899,4.4,8304,4,128,16.59,48,,5020,MediaTek Helio G85 ,Mi
117,Mi A2 ,Red,13990,4.2,33829,4,64,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
118,Redmi Note 5 Pro ,Gold,13990,4.5,257378,6,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
119,Redmi Note 7 Pro ,Space Black,13990,4.5,834806,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
120,Redmi Note 5 Pro ,Red,13999,4.5,257378,6,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
121,MI3 ,Metallic Grey,13999,4.4,15147,2,16,12.7,13,2MP,3050,qualcomm Qualcomm Snapdragon 800 8274AB Quad Core 2.3GHz ,Mi
122,Redmi Note 7 Pro ,Nebula Red,13999,4.5,834806,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
123,Mi A2 ,Red,13999,4.1,2969,6,128,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
124,Redmi Note 5 Pro ,Black,13999,4.5,257378,6,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
125,Redmi Note 9 ,Scarlet Red,14125,4.4,8304,4,128,16.59,48,,5020,,Mi
126,Redmi Note 9 ,Scarlet Red,14199,4.4,8304,4,128,16.59,48,,5020,MediaTek Helio G85 ,Mi
127,Redmi Note 9 ,Arctic White,14370,4.4,8304,4,128,16.59,48,,5020,MediaTek Helio G85 ,Mi
128,Redmi Note 6 Pro ,Blue,14389,4.5,125295,6,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
129,Redmi Note 9 Pro ,Glacier White,14434,4.3,5530,4,64,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
130,Mi A2 ,Black,14440,4.1,2969,6,128,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
131,Redmi Note 9 Pro ,Champagne Gold,14450,4.3,5530,4,128,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
132,Redmi Note 7 Pro ,Moonlight White,14490,4.5,834806,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
133,Redmi Note 9 Pro ,Aurora Blue,14500,4.3,5530,4,128,16.94,48,16MP,5020,Qualcomm Snapdragon 720G ,Mi
134,Redmi Note 6 Pro ,Rose Gold,14698,4.5,125295,6,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
135,Redmi Note 9 Pro ,Interstellar Black,14824,4.3,5530,4,128,16.94,48,32MP,5020,Qualcomm Snapdragon 720G ,Mi
136,Redmi Note 9 Pro ,Aurora Blue,14869,4.3,5530,4,64,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
137,Redmi Note 9 Pro ,Glacier White,14928,4.3,5530,4,128,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
138,Mi A2 ,Lake Blue,15400,4.1,2969,6,128,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
139,Redmi Note 7 Pro ,Space Black,15499,4.4,310690,6,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
140,Redmi Note 9 ,Pebble Grey,15750,4.4,1251,6,128,16.59,48,,5020,MediaTek Helio G85 ,Mi
141,Redmi Note 7 Pro ,Nebula Red,15790,4.4,310690,6,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
142,Redmi Note 7 Pro ,Neptune Blue,15799,4.4,310690,6,64,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
143,Redmi Note 9 ,Arctic White,16199,4.4,1251,6,128,16.59,48,,5020,MediaTek Helio G85 ,Mi
144,Redmi Note 9 Pro Max ,Champagne Gold,16688,4.4,2580,6,64,16.94,64,,5020,,Mi
145,Redmi Note 9 Pro Max ,Interstellar Black,16775,4.4,2580,6,64,16.94,64,,5020,,Mi
146,Redmi Note 7 Pro ,Space Black,16999,4.4,310690,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
147,Mi A3 ,of Grey,17490,4.2,14018,6,128,15.44,48,32MP,4030,Qualcomm Snapdragon 665 ,Mi
148,Redmi Note 9 Pro ,Glacier White,18880,4.4,735,6,128,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
149,Redmi Note 9 Pro ,Interstellar Black,19399,4.4,735,6,128,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
150,Redmi Note 9 Pro ,Aurora Blue,19399,4.4,735,6,128,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
151,Redmi Note 9 Pro ,Champagne Gold,19985,4.4,735,6,128,16.94,48,16MP,5020,Qualcomm® Snapdragon™ 720G ,Mi
152,Mi Mix 2 ,Black,19999,4.3,5964,6,128,15.21,12,5MP,3400,Qualcomm Snapdragon 835 Octa Core 2.5 GHz ,Mi
153,Redmi Note 9 Pro Max ,Interstellar Black,20692,4.4,2580,6,128,16.94,64,32MP,5020,Qualcomm Snapdragon 720G ,Mi
154,Redmi Note 9 Pro Max ,Glacier White,20985,4.4,2580,6,128,16.94,64,32MP,5020,Qualcomm Snapdragon 720G ,Mi
155,Redmi Note 9 Pro Max ,Champagne Gold,20988,4.4,2580,6,128,16.94,64,32MP,5020,Qualcomm Snapdragon 720G ,Mi
156,Redmi Note 9 Pro Max ,Aurora Blue,20999,4.4,2580,6,128,16.94,64,32MP,5020,Qualcomm Snapdragon 720G ,Mi
157,Redmi K20 ,Carbon Black,21999,4.5,49621,6,64,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
158,Redmi Note 9 Pro Max ,Champagne Gold,22999,4.4,899,8,128,16.94,64,,5020,,Mi
159,Redmi K20 ,Pearl White,24999,4.5,49621,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
160,Redmi K20 ,Carbon Black,24999,4.5,49621,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
161,Redmi K20 ,Glacier Blue,24999,4.5,49621,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
162,Redmi K20 Pro ,Pearl White,26999,4.5,79038,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
163,Redmi K20 Pro ,Carbon Black,26999,4.5,79038,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
164,Redmi K20 Pro ,Glacier Blue,26999,4.5,79038,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
165,Redmi K20 Pro ,Flame Red,29999,4.5,14637,8,256,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
166,Redmi K20 Pro ,Carbon Black,29999,4.5,14637,8,256,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
167,Mi 10T ,Lunar Silver,35999,4.4,136,6,128,16.94,64,20MP,5000,Qualcomm Snapdragon 865 ,Mi
168,Mi 10T ,Cosmic Black,35999,4.4,136,6,128,16.94,64,20MP,5000,Qualcomm Snapdragon 865 ,Mi
169,Mi 10T Pro ,Cosmic Black,39999,4.3,305,8,128,16.94,108,20MP,5000,Qualcomm Snapdragon 865 ,Mi
170,Mi 10 ,Coral Green,44999,4.3,158,8,128,16.94,108,20MP,4780,Qualcomm Snapdragon 865 ,Mi
171,Mi 10 ,Twilight Grey,45990,4.3,158,8,128,16.94,108,20MP,4780,Qualcomm Snapdragon 865 ,Mi
172,Mi 10 ,Twilight Grey,54999,4.3,158,8,256,16.94,108,20MP,4780,Qualcomm Snapdragon 865 ,Mi
173,Mi 10 ,Coral Green,54999,4.3,158,8,256,16.94,108,20MP,4780,Qualcomm Snapdragon 865 ,Mi
174,Redmi Go ,Blue,4499,4.3,164627,1,8,12.7,8,5MP,3000,Qualcomm Snapdragon 425 ,Mi
175,Redmi Go ,Black,4499,4.3,164627,1,8,12.7,8,5MP,3000,Qualcomm Snapdragon 425 ,Mi
176,Redmi Go ,Black,4999,4.3,164627,1,16,12.7,8,5MP,3000,Qualcomm Snapdragon 425 ,Mi
177,Redmi Go ,Blue,4999,4.3,164627,1,16,12.7,8,5MP,3000,Qualcomm Snapdragon 425 ,Mi
178,Redmi 6A ,Rose Gold,5698,4.3,53070,2,16,13.84,13,5MP,3000,,Mi
179,Redmi 6A ,Rose Gold,5742,4.3,53070,2,32,13.84,13,,3000,Mediateck ,Mi
180,Redmi 1S ,Metal Gray,5999,4.3,83347,1,8,11.94,8,6MP,2000,MSM8228 ,Mi
181,Redmi 2 ,White,5999,4.2,87775,1,8,11.94,8,2MP,2200,Qualcomm Snapdragon 410 MSM8916 ,Mi
182,Redmi 5A ,Rose Gold,5999,4.5,1229636,2,16,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
183,Redmi 5A ,Gold,5999,4.5,1229636,2,16,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
184,Redmi 5A ,Blue,5999,4.5,1229636,2,16,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
185,Redmi 7A ,Matte Blue,6499,4.3,377665,2,16,13.84,12,5MP,4000,Qualcomm Snapdragon 439 ,Mi
186,Redmi 5A ,Grey,6499,4.5,1229636,2,16,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
187,Redmi 7A ,Matte Black,6499,4.3,377665,2,16,13.84,12,5MP,4000,Qualcomm Snapdragon 439 ,Mi
188,Redmi 7A ,Matte Gold,6499,4.3,377665,2,16,13.84,12,5MP,4000,Qualcomm Snapdragon 439 ,Mi
189,Redmi 7A ,Matte Gold,6699,4.3,377665,2,32,13.84,12,5MP,4000,Qualcomm Snapdragon 439 ,Mi
190,Redmi 7A ,Matte Blue,6699,4.3,377665,2,32,13.84,12,5MP,4000,Qualcomm Snapdragon 439 ,Mi
191,Redmi 7A ,Matte Black,6699,4.3,377665,2,32,13.84,12,5MP,4000,Qualcomm Snapdragon 439 ,Mi
192,Redmi 5 ,Lake Blue,6890,4.3,4156,2,16,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
193,Redmi 2 Prime ,White,6999,4.3,119863,2,16,11.94,8,2MP,2200,Qualcomm Snapdragon 410 MSM8916 ,Mi
194,Redmi 2 Prime ,Grey,6999,4.3,119863,2,16,11.94,8,2MP,2200,Qualcomm Snapdragon 410 MSM8916 ,Mi
195,Redmi 8A ,Ocean Blue,6999,4.4,155309,2,32,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
196,Redmi 5A ,Grey,6999,4.4,603893,3,32,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
197,Redmi 5A ,Rose Gold,6999,4.4,603893,3,32,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
198,Redmi 3S ,Silver,6999,4.3,212342,2,16,12.7,13,5MP,4100,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ,Mi
199,Redmi 5A ,Gold,6999,4.4,603893,3,32,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
200,Redmi 8A ,Midnight Black,6999,4.4,155309,2,32,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
201,Redmi 8A ,Sunset Red,6999,4.4,155309,2,32,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
202,Redmi 3S ,Gold,6999,4.3,212342,2,16,12.7,13,5MP,4100,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ,Mi
203,Redmi 5A ,Blue,6999,4.4,603893,3,32,12.7,13,5MP,3000,Qualcomm Snapdragon 425 ,Mi
204,Redmi 4A ,Gold,6999,4.4,210130,3,32,12.7,13,5MP,3120,Qualcomm Snapdragon 425 1.4 GHz ,Mi
205,Redmi 3S ,Dark Grey,6999,4.3,212342,2,16,12.7,13,5MP,4100,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ,Mi
206,Redmi 4A ,Dark Grey,6999,4.4,210130,3,32,12.7,13,5MP,3120,Qualcomm Snapdragon 425 1.4 GHz ,Mi
207,Redmi 5 ,Gold,7150,4.3,4156,2,16,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
208,Redmi 5 ,Rose Gold,7150,4.3,4156,2,16,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
209,Redmi 5 ,Black,7250,4.3,4156,2,16,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
210,Redmi Y1 lite ,Gold,7400,4.2,3314,2,16,13.97,13,5MP,3080,Qualcomm Snapdragon 425 ,Mi
211,Redmi Y1 lite ,Grey,7400,4.2,3314,2,16,13.97,13,5MP,3080,Qualcomm Snapdragon 425 ,Mi
212,Redmi 6 Pro ,Red,7410,4.3,10952,3,32,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
